0	1	2
May I have a receipt?	領収書をいただけますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #325903 (CK) & #77815 (mookeee)
Are your parents here?	ご両親がここにいらっしゃるんですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #7733675 (CK) & #8766431 (bunbuku)
I intended to go straight back home, but I sort of wandered inside a bookstore.	寄り道せずに家に帰るつもりだったのに、つい本屋へと足が向いてしまう。	CC-BY 2.0 (France) Attribution: tatoeba.org #896711 (Scott) & #896623 (bunbuku)
He took many pictures in London.	彼はロンドンでたくさん写真を撮った。	CC-BY 2.0 (France) Attribution: tatoeba.org #293381 (CK) & #3462848 (arnab)
How is your family name written?	あなたの苗字はどのように書くのですか?	CC-BY 2.0 (France) Attribution: tatoeba.org #914374 (CK) & #913506 (thyc244)
Why is Tom so sleepy?	なんでトムはそんなに眠そうなの？	CC-BY 2.0 (France) Attribution: tatoeba.org #6233378 (CK) & #7225454 (Aya)
Tom broke his word.	トムは約束を破った。	CC-BY 2.0 (France) Attribution: tatoeba.org #5757755 (CM) & #2694270 (tommy_san)
I have to go to the police station.	警察に行かなければなりません。	CC-BY 2.0 (France) Attribution: tatoeba.org #238191 (CK) & #176273 (bunbuku)
The apples are not quite ripe.	リンゴはまだ完全には熟してはいません。	CC-BY 2.0 (France) Attribution: tatoeba.org #29618 (CK) & #192454 (arnab)
Tom and Mary insult each other all the time.	トムとメアリーはいつも悪口を言い合っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #1095956 (CK) & #2255831 (tommy_san)
I look forward to corresponding with you.	あなたと文通することを楽しみにしています。	CC-BY 2.0 (France) Attribution: tatoeba.org #71195 (CK) & #233821 (bunbuku)
How was your trip?	旅行どうだった？	CC-BY 2.0 (France) Attribution: tatoeba.org #1140188 (CK) & #4751190 (tommy_san)
Are you in favor of the new law?	あなたはその新しい法律に賛成ですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #1697943 (mookeee) & #232584 (mookeee)
I hate tomatoes.	トマトが大嫌い。	CC-BY 2.0 (France) Attribution: tatoeba.org #2549559 (CK) & #5065485 (999yudai)
She has ten children.	彼女は１０人の子持ちなのだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #310059 (CK) & #93648 (bunbuku)
He must have missed the train.	彼は列車に乗り遅れたに違いない。	CC-BY 2.0 (France) Attribution: tatoeba.org #284035 (CK) & #98893 (bunbuku)
It is none of your business.	お前には関係ないだろ。	CC-BY 2.0 (France) Attribution: tatoeba.org #42807 (CK) & #2475763 (tommy_san)
Go straight down this street and turn right at the third light.	この通りを真っ直ぐいって３つめの信号を右に曲がります。	CC-BY 2.0 (France) Attribution: tatoeba.org #57790 (CK) & #220467 (bunbuku)
In the 1960's, Japanese college students demonstrated against their government.	１９６０年代に日本の大学生は政府に対して示威運動を起こした。	CC-BY 2.0 (France) Attribution: tatoeba.org #73281 (CK) & #235900 (mookeee)
My children often ask me for money.	うちの子供達はしょっちゅう小遣いをせがんできます。	CC-BY 2.0 (France) Attribution: tatoeba.org #2445199 (CK) & #168822 (bunbuku)
Has he come yet?	彼はもう来ましたか。	CC-BY 2.0 (France) Attribution: tatoeba.org #293048 (CK) & #110638 (bunbuku)
I got up an hour earlier than I usually do.	普段より１時間早く起きた。	CC-BY 2.0 (France) Attribution: tatoeba.org #3330561 (CK) & #8649665 (bunbuku)
If I were you, I'd follow his advice.	もし僕が君なら、彼の忠告に従うだろう。	CC-BY 2.0 (France) Attribution: tatoeba.org #396205 (CK) & #193454 (bunbuku)
He came home at ten.	彼は１０時に帰宅した。	CC-BY 2.0 (France) Attribution: tatoeba.org #288359 (CK) & #115313 (bunbuku)
Whether he will succeed or not depends on his efforts.	彼が成功するか否かは、彼の努力次第である。	CC-BY 2.0 (France) Attribution: tatoeba.org #283912 (CM) & #119892 (bunbuku)
She wanted him to tell her that he loved her.	彼女は彼に愛していると云って欲しかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #997855 (CK) & #997815 (thyc244)
Don't worry. My dog won't bite you.	大丈夫だよ。うちの犬は噛んだりしないよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #8220696 (CK) & #8608153 (bunbuku)
He is a most important person.	彼は大変重要な人物です。	CC-BY 2.0 (France) Attribution: tatoeba.org #301348 (CM) & #102346 (bunbuku)
My mother is a teacher, too.	私の母も教師です。	CC-BY 2.0 (France) Attribution: tatoeba.org #4475071 (Raizin) & #4475068 (e4zh1nmcz)
Tom promised never to be late again.	トムは二度と遅刻しないと誓った。	CC-BY 2.0 (France) Attribution: tatoeba.org #1024327 (CK) & #2321267 (tommy_san)
I confessed my sin.	私は罪を告白した。	CC-BY 2.0 (France) Attribution: tatoeba.org #257693 (CK) & #156840 (tommy_san)
There are plenty of fish in this river.	その川にはたくさんの魚がいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #45777 (Dejo) & #208518 (bunbuku)
I am tired of the work.	私はその仕事に飽きている。	CC-BY 2.0 (France) Attribution: tatoeba.org #254367 (CK) & #160154 (arnab)
I wish I could've done that myself.	自分で出来たらよかったんだけど。	CC-BY 2.0 (France) Attribution: tatoeba.org #8553072 (CK) & #8645101 (small_snow)
Everything will turn out for the best.	結局万事旨く行くだろう。	CC-BY 2.0 (France) Attribution: tatoeba.org #238675 (CM) & #175790 (mookeee)
We're calling the police.	警察に電話しています。	CC-BY 2.0 (France) Attribution: tatoeba.org #8075277 (CK) & #8095239 (Ninja)
That is a good idea.	良い考えだね！	CC-BY 2.0 (France) Attribution: tatoeba.org #42034 (CK) & #4974 (bunbuku)
I want to stay for several days.	数日ここにいたいな。	CC-BY 2.0 (France) Attribution: tatoeba.org #3022550 (sharptoothed) & #8509137 (small_snow)
Tom despises Mary.	トムはメアリーを軽蔑している。	CC-BY 2.0 (France) Attribution: tatoeba.org #1029352 (CK) & #6704226 (Rabbit)
I asked my mother to wake me up at four.	私は母親に、4時に起こしてくれるよう頼んだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1124073 (CK) & #2179215 (tommy_san)
Do you take credit cards?	クレジットカードは使えますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #3825866 (CK) & #398975 (qahwa)
If you catch a cold, you cannot easily get rid of it.	風邪を引いたら、簡単には治りません。	CC-BY 2.0 (France) Attribution: tatoeba.org #319784 (CM) & #1585249 (bunbuku)
Tom opened the window to let in some fresh air.	トムは新鮮な空気を入れるため窓を開けた。	CC-BY 2.0 (France) Attribution: tatoeba.org #2207086 (CK) & #2207064 (bunbuku)
It looks like you've been busy today.	あなたは今日とても忙しそうに見える。	CC-BY 2.0 (France) Attribution: tatoeba.org #2046875 (CK) & #7577116 (Fugu)
Don't look at me that way.	そんな目で見つめないでよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #49747 (CK) & #2533669 (tommy_san)
Tom took his socks off.	トムは靴下を脱いだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2733648 (CK) & #2654934 (tommy_san)
Can you swim as fast as he can?	君は彼と同じくらい速く泳げますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #411313 (CK) & #176993 (bunbuku)
When was the last time you saw your boyfriend?	彼氏といつから会ってないの？	CC-BY 2.0 (France) Attribution: tatoeba.org #3593695 (CK) & #3593122 (tommy_san)
He comes from Hangzhou.	彼は杭州の出身だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #374883 (sysko) & #2409484 (tommy_san)
Someone entered the room.	だれかが部屋に入った。	CC-BY 2.0 (France) Attribution: tatoeba.org #40460 (CK) & #203224 (bunbuku)
Detective Columbo is always in a frayed raincoat.	コロンボ刑事は、いつもすり切れたレインコートを着ている。	CC-BY 2.0 (France) Attribution: tatoeba.org #54854 (CM) & #217545 (mookeee)
Don't you feel cold?	ちょっと寒くないですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #21126 (CK) & #2243422 (tommy_san)
He had to let his secretary go because she got married.	秘書が結婚するというので、彼は彼女を手放さなければならなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1316900 (CK) & #1149232 (mookeee)
She put her hands over her ears to shut out the noise.	彼女は騒音がきこえないように、両手で耳をふさいだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #315550 (CK) & #88157 (bunbuku)
What do you call this vegetable in English?	この野菜、英語で何ていうの？	CC-BY 2.0 (France) Attribution: tatoeba.org #56634 (CK) & #2780845 (tommy_san)
The man couldn't so much as write his own name.	彼は自分の名前さえ書けなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #45298 (CK) & #104837 (tommy__san)
I'm not very good at remembering names.	人の名前覚えるの苦手なんだよな。	CC-BY 2.0 (France) Attribution: tatoeba.org #2447452 (AlanF_US) & #8612402 (small_snow)
They hate each other from the bottoms of their hearts.	彼らはお互いに心の底から憎んでいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #1308093 (CM) & #98140 (bunbuku)
There is a restaurant on the top floor.	最上階にレストランがある。	CC-BY 2.0 (France) Attribution: tatoeba.org #244068 (CK) & #170415 (huizi99)
I am older than him.	私の方が彼より年上です。	CC-BY 2.0 (France) Attribution: tatoeba.org #260815 (CK) & #3613685 (arnab)
You look relieved.	ほっとしたようだね。	CC-BY 2.0 (France) Attribution: tatoeba.org #1895714 (CK) & #3623897 (arnab)
They have four classes in the morning.	彼らは午前中に４時間の授業があります。	CC-BY 2.0 (France) Attribution: tatoeba.org #306502 (CK) & #97201 (bunbuku)
Is everybody ready?	皆さん準備はできましたか？	CC-BY 2.0 (France) Attribution: tatoeba.org #2094790 (CK) & #8619686 (small_snow)
He can do it.	彼ならできる。	CC-BY 2.0 (France) Attribution: tatoeba.org #2388618 (AlanF_US) & #8555793 (small_snow)
Can you tell me how to get to the station?	駅への行き方を教えていただけませんか。	CC-BY 2.0 (France) Attribution: tatoeba.org #26033 (CK) & #188885 (bunbuku)
Don't drink this water.	この水は飲まないように。	CC-BY 2.0 (France) Attribution: tatoeba.org #3818677 (CK) & #4900103 (huizi99)
Tom is standing right next to Mary.	トムはメアリーのすぐそばに立っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #3444365 (CK) & #4916466 (wat)
The good weather will hold.	良い天気は続くでしょう。	CC-BY 2.0 (France) Attribution: tatoeba.org #325862 (CM) & #77856 (mookeee)
In case of fire, call 119.	火事の場合は119に電話してください。	CC-BY 2.0 (France) Attribution: tatoeba.org #23851 (CK) & #2452184 (Hirashiki)
All you can do is trust one another.	お互いを信頼し合うしかない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1467 (wakaran) & #4884 (bunbuku)
What sort of things do you do on weekends?	週末は、どういったことをなさいますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #954577 (CK) & #3367144 (arnab)
Tom went to his high school reunion last week.	トムは先週高校の同窓会に行った。	CC-BY 2.0 (France) Attribution: tatoeba.org #1092288 (CK) & #2619721 (tommy_san)
My stomach hurts.	お腹痛い。	CC-BY 2.0 (France) Attribution: tatoeba.org #28159 (CK) & #3589612 (tommy_san)
Tom has a natural talent.	トムには持って生まれた才能がある。	CC-BY 2.0 (France) Attribution: tatoeba.org #1514261 (Spamster) & #2472587 (tommy_san)
Is Tom safe?	トムは無事だろうか。	CC-BY 2.0 (France) Attribution: tatoeba.org #2244635 (CK) & #3507422 (arnab)
Knock it off.	やめなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #2249513 (CK) & #192734 (Kalamunda)
Tom can't draw as well as I can.	トムは私ほど上手に絵を描けない。	CC-BY 2.0 (France) Attribution: tatoeba.org #7519669 (CK) & #8762166 (small_snow)
The server is down again.	またサーバー落ちてる。	CC-BY 2.0 (France) Attribution: tatoeba.org #3261051 (CK) & #3258601 (tommy_san)
I'll come back soon.	すぐ戻ってきます。	CC-BY 2.0 (France) Attribution: tatoeba.org #253976 (CK) & #214754 (bunbuku)
Fulfill your duty.	義務を果たしなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #6912391 (CM) & #6860305 (tsukimori)
It was hot last night.	昨夜は暑かった。	CC-BY 2.0 (France) Attribution: tatoeba.org #244845 (CK) & #169640 (bunbuku)
Please come again two weeks from today.	２週間後に来てください。	CC-BY 2.0 (France) Attribution: tatoeba.org #72854 (CK) & #235476 (mookeee)
He is quite different from what he was ten years ago.	今の彼は１０年前の彼とは全く違う。	CC-BY 2.0 (France) Attribution: tatoeba.org #241782 (CK) & #172693 (mookeee)
I have a persistent cough.	しつこいせきが出て、なかなか治りません。	CC-BY 2.0 (France) Attribution: tatoeba.org #53462 (CK) & #216159 (bunbuku)
She looked after her baby.	彼女は赤ん坊の世話をした。	CC-BY 2.0 (France) Attribution: tatoeba.org #315417 (CK) & #88290 (mookeee)
You can go or stay, as you wish.	行くも留まるも君次第だよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #17250 (CK) & #1736475 (mookeee)
Shut up!	黙ってて。	CC-BY 2.0 (France) Attribution: tatoeba.org #462430 (lukaszpp) & #2063322 (bunbuku)
We love each other.	私たちはお互いに愛し合っています。	CC-BY 2.0 (France) Attribution: tatoeba.org #247916 (CK) & #166586 (bunbuku)
Hug me.	ぎゅーして。	CC-BY 2.0 (France) Attribution: tatoeba.org #1852504 (CK) & #2224155 (tommy_san)
I've got a ton of work to do.	私はしなければならない仕事がたくさんあります。	CC-BY 2.0 (France) Attribution: tatoeba.org #2359622 (CK) & #160637 (bunbuku)
Tom isn't the only one who has to study. I have to study as well.	トムだけではなく私も勉強しなければならない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1051761 (CK) & #200194 (bunbuku)
My film has run out.	フィルムが切れた。	CC-BY 2.0 (France) Attribution: tatoeba.org #34406 (CM) & #1699684 (mookeee)
Sorry, I'm probably going to be about 20 minutes late.	ごめん、20分くらい遅れるかも。	CC-BY 2.0 (France) Attribution: tatoeba.org #2460827 (CK) & #2459210 (tommy_san)
A mile is equal to about 1600 meters.	１マイルは約１６００メートルにあたる。	CC-BY 2.0 (France) Attribution: tatoeba.org #73205 (CM) & #235825 (mookeee)
The workers asked for an increase in pay.	労働者達は賃上げを要求した。	CC-BY 2.0 (France) Attribution: tatoeba.org #326364 (CK) & #77354 (mookeee)
Are you ready for Christmas?	クリスマスの準備はできてる？	CC-BY 2.0 (France) Attribution: tatoeba.org #5085904 (CK) & #8785069 (bunbuku)
A book can be compared to a friend.	本は友人みたいなものである。	CC-BY 2.0 (France) Attribution: tatoeba.org #322078 (CM) & #81637 (mookeee)
Perhaps it will rain tomorrow.	ひょっとすると明日は雨かもしれない。	CC-BY 2.0 (France) Attribution: tatoeba.org #34604 (CK) & #197418 (bunbuku)
He has a good head on his shoulders.	彼は頭がいい。	CC-BY 2.0 (France) Attribution: tatoeba.org #399207 (CM) & #101709 (bunbuku)
Release him.	彼を釈放して。	CC-BY 2.0 (France) Attribution: tatoeba.org #1841180 (CK) & #3507484 (arnab)
Keep in touch.	連絡してね。	CC-BY 2.0 (France) Attribution: tatoeba.org #320383 (CK) & #77408 (mookeee)
Does your country have nuclear weapons?	あなたの国は核兵器を保有していますか？	CC-BY 2.0 (France) Attribution: tatoeba.org #682388 (Source_VOA) & #8670955 (small_snow)
Between sobs, that lost girl said her name.	めそめそ泣きながら、その迷子の女の子は自分の名前を言った。	CC-BY 2.0 (France) Attribution: tatoeba.org #1037101 (GPHemsley) & #1038410 (thyc244)
Did Tom die?	トムは死んだ？	CC-BY 2.0 (France) Attribution: tatoeba.org #2235663 (CK) & #2581781 (OrangeTart)
I haven't seen you for ages.	久しぶり。	CC-BY 2.0 (France) Attribution: tatoeba.org #417019 (CK) & #417007 (mookeee)
That was a close shave.	冷や汗ものだった。	CC-BY 2.0 (France) Attribution: tatoeba.org #244245 (CK) & #1272429 (bunbuku)
He is a physicist.	彼は物理学者だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #303490 (CK) & #100207 (bunbuku)
You can rely on me.	大丈夫、任せてくれ。	CC-BY 2.0 (France) Attribution: tatoeba.org #275739 (CK) & #137497 (tommy__san)
I had been working for two hours when I suddenly felt sick.	２時間仕事を続けていたら、突然気分が悪くなりました。	CC-BY 2.0 (France) Attribution: tatoeba.org #72862 (CK) & #235485 (arnab)
Tom loved Mary, who didn't love him at all.	トムはメアリーを愛していたが、メアリーは彼を全く愛していなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #37208 (CK) & #2271311 (tommy_san)
He had his socks on inside out.	彼は靴下を裏返しに履いていた。	CC-BY 2.0 (France) Attribution: tatoeba.org #295611 (CK) & #108075 (mookeee)
Try to act your age.	年齢相応に振る舞うようにしなさい。	CC-BY 2.0 (France) Attribution: tatoeba.org #282228 (CK) & #121777 (mookeee)
Don't make promises that you can't keep.	守れない約束をしてはいけない。	CC-BY 2.0 (France) Attribution: tatoeba.org #5228975 (Hybrid) & #148669 (tommy__san)
It's the best I can do.	それが俺にできるベストだね。	CC-BY 2.0 (France) Attribution: tatoeba.org #1641911 (Spamster) & #1642061 (mookeee)
I'm sick of French.	フランス語には飽き飽きだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #2451678 (CK) & #2579588 (OrangeTart)
I feel terrible, but I've just broken your ashtray.	ゴメン、灰皿を割っちゃったよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #56392 (CM) & #219076 (mookeee)
Tom's Japanese is improving little by little.	トムの日本語は少しずつ上達している。	CC-BY 2.0 (France) Attribution: tatoeba.org #37349 (CK) & #2511696 (tommy_san)
Do you like gardening?	庭いじりは好き？	CC-BY 2.0 (France) Attribution: tatoeba.org #6079124 (CK) & #8592691 (bunbuku)
Were both Tom and Mary late for class?	トムとメアリーは二人とも授業に遅れたの？	CC-BY 2.0 (France) Attribution: tatoeba.org #6523306 (CK) & #8705961 (small_snow)
He made a thorough analysis of the problem.	彼はその問題を徹底的に分析した。	CC-BY 2.0 (France) Attribution: tatoeba.org #291350 (CM) & #112328 (bunbuku)
The desk has three drawers.	その机には引き出しが三つある。	CC-BY 2.0 (France) Attribution: tatoeba.org #48840 (CK) & #1255283 (bunbuku)
She picked out a pink shirt for me to try on.	彼女は私の試着用にピンクのシャツを選んだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #312084 (Dejo) & #1170364 (bunbuku)
He must be aware of the danger.	彼は危険に気づいているはずだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #295019 (CK) & #108670 (tommy_san)
Is it true Tom doesn't know any French?	トムはフランス語が全く分からないって、本当？	CC-BY 2.0 (France) Attribution: tatoeba.org #8186046 (CK) & #8734231 (bunbuku)
It's gotten better.	良くなりました。	CC-BY 2.0 (France) Attribution: tatoeba.org #435784 (CK) & #77842 (bunbuku)
My cake didn't rise.	ケーキが膨らまなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #2936414 (AlanF_US) & #8582481 (small_snow)
I was tired.	私は疲れた。	CC-BY 2.0 (France) Attribution: tatoeba.org #261394 (CK) & #153150 (bunbuku)
I'd like to go to France one day.	いつかフランスに行ってみたいです。	CC-BY 2.0 (France) Attribution: tatoeba.org #785630 (ingenius000) & #1035020 (bunbuku)
What are you talking about?	何の話ですか？	CC-BY 2.0 (France) Attribution: tatoeba.org #2066 (CK) & #2774232 (tommy_san)
My house faces the sea.	私の家は海に面している。	CC-BY 2.0 (France) Attribution: tatoeba.org #250545 (CK) & #163965 (tommy__san)
He has a grudge against you.	彼は君を恨んでいるよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #295653 (CK) & #108033 (bunbuku)
I don't mind if it's a little cold.	少しぐらい寒くてもへっちゃらだよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1075745 (CK) & #1075736 (bunbuku)
Are you calling me a thief?	私が泥棒だって言うの？	CC-BY 2.0 (France) Attribution: tatoeba.org #5294671 (Hybrid) & #8785798 (bunbuku)
Are you old enough to drink?	お酒は飲める年齢かな？	CC-BY 2.0 (France) Attribution: tatoeba.org #3825059 (CK) & #8764348 (bunbuku)
I don't know whether Tom still lives here or not.	トムが今でもここに住んでいるかどうかは知りません。	CC-BY 2.0 (France) Attribution: tatoeba.org #3011069 (CK) & #161850 (tommy_san)
I didn't know you were seeing someone.	きみが誰かと付き合ってるとは知らなかったよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #853249 (darinmex) & #1107743 (mookeee)
He mailed a letter home.	彼は家に手紙を出した。	CC-BY 2.0 (France) Attribution: tatoeba.org #294404 (CK) & #109286 (bunbuku)
I bought a new sewing machine.	私は新しいミシンを買った。	CC-BY 2.0 (France) Attribution: tatoeba.org #258792 (CK) & #155745 (mookeee)
I just couldn't say no.	私はただ断ることが出来なかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #1887428 (CK) & #2041084 (bunbuku)
I can't talk.	私は話すことができない。	CC-BY 2.0 (France) Attribution: tatoeba.org #609291 (virgil) & #630307 (arihato)
I couldn't solve the puzzle.	そのパズルを解けなかった。	CC-BY 2.0 (France) Attribution: tatoeba.org #7834021 (CK) & #7834217 (Ninja)
You're surrounded.	お前は包囲されている。	CC-BY 2.0 (France) Attribution: tatoeba.org #1111712 (Scott) & #4897960 (huizi99)
Have you eaten your lunch yet?	お昼はもう食べた？	CC-BY 2.0 (France) Attribution: tatoeba.org #31192 (CK) & #2465641 (tommy_san)
He crossed the river.	彼は川を横切った。	CC-BY 2.0 (France) Attribution: tatoeba.org #2824376 (CK) & #103013 (bunbuku)
It's outdated.	それは時代遅れです。	CC-BY 2.0 (France) Attribution: tatoeba.org #1493327 (Spamster) & #2394739 (Blanka_Meduzo)
Tom got the children to laugh.	トムは子どもたちを笑わせた。	CC-BY 2.0 (France) Attribution: tatoeba.org #3183747 (CK) & #3594855 (arnab)
The timetable has been revised.	時刻表が改訂された。	CC-BY 2.0 (France) Attribution: tatoeba.org #264082 (CK) & #150474 (bunbuku)
Tom drew a picture of a dolphin.	トムはイルカの絵を描いた。	CC-BY 2.0 (France) Attribution: tatoeba.org #2709895 (CK) & #2709068 (tommy_san)
Can I have a bite?	一口食べてもいいですか。	CC-BY 2.0 (France) Attribution: tatoeba.org #27796 (CK) & #190637 (Blanka_Meduzo)
If it were me, I think I'd try going to a different hospital.	私だったら別の病院に行ってみると思う。	CC-BY 2.0 (France) Attribution: tatoeba.org #8568815 (Smorrs) & #3055344 (tommy_san)
Is it true Tom used to be rich?	トムがお金持ちだったってのは本当？	CC-BY 2.0 (France) Attribution: tatoeba.org #7143180 (CK) & #8056895 (Ninja)
The engineer climbed the telephone pole.	技師が電柱を上った。	CC-BY 2.0 (France) Attribution: tatoeba.org #20055 (CK) & #182934 (Blanka_Meduzo)
I always keep a dictionary close at hand.	私はいつも手近に辞書を置いている。	CC-BY 2.0 (France) Attribution: tatoeba.org #253139 (CK) & #161378 (bunbuku)
I want to attend the party.	パーティーに出席したい。	CC-BY 2.0 (France) Attribution: tatoeba.org #7113110 (CM) & #8511066 (small_snow)
Man is the only animal that writes books.	ヒトは書物を書く唯一の動物である。	CC-BY 2.0 (France) Attribution: tatoeba.org #1738964 (CM) & #2673378 (tommy_san)
What're you in such a hurry for?	何をそんなに焦ってるの？	CC-BY 2.0 (France) Attribution: tatoeba.org #2779134 (CK) & #2764151 (tommy_san)
They're all clamoring to get their money back.	彼らはみんなお金を返せと叫んでいます。	CC-BY 2.0 (France) Attribution: tatoeba.org #306065 (CM) & #97639 (arnab)
Open the bottle.	ビンをあけてください。	CC-BY 2.0 (France) Attribution: tatoeba.org #49963 (CK) & #442956 (bunbuku)
Are you sure Tom won't remember anything?	本当にトムは何も思い出せないの？	CC-BY 2.0 (France) Attribution: tatoeba.org #1886305 (CK) & #8748233 (bunbuku)
She's my type.	彼女は私のタイプだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #314284 (CK) & #89427 (bunbuku)
Open the window, please.	窓を開けてくれますか。	CC-BY 2.0 (France) Attribution: tatoeba.org #38830 (CK) & #140357 (bunbuku)
Please take a seat.	座りなよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #38593 (CK) & #170843 (tommy_san)
The population of Canada is about 26 million.	カナダの人口は約２６００万人です。	CC-BY 2.0 (France) Attribution: tatoeba.org #63637 (CK) & #226297 (arnab)
Tom is reading a short story.	トムは短編を読んでいる。	CC-BY 2.0 (France) Attribution: tatoeba.org #2592829 (WestofEden) & #2312944 (tommy_san)
Her look says that she loves you.	彼女が君を好きなのは彼女の目を見れば分かる。	CC-BY 2.0 (France) Attribution: tatoeba.org #308274 (CK) & #95457 (bunbuku)
I got my son to repair the door.	私は息子にドアを修理させた。	CC-BY 2.0 (France) Attribution: tatoeba.org #259214 (CK) & #155325 (bunbuku)
Tom is not able to swim.	トムは泳げない。	CC-BY 2.0 (France) Attribution: tatoeba.org #4502474 (CK) & #4591663 (wat)
I really trust his ability.	彼の能力には全幅の信頼を寄せている。	CC-BY 2.0 (France) Attribution: tatoeba.org #992007 (CK) & #991863 (mookeee)
I must use this bike.	私はこのバイクを使わなければならない。	CC-BY 2.0 (France) Attribution: tatoeba.org #253527 (CK) & #160991 (mookeee)
Mary goes to that restaurant for lunch every other day.	メアリーは一日おきにそのレストランへ昼食をとりに行く。	CC-BY 2.0 (France) Attribution: tatoeba.org #32008 (CK) & #1166640 (bunbuku)
There is no dress code.	服装に関する特別な規則はない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1474116 (CK) & #83882 (mookeee)
We think that he will come.	彼は来ると思います。	CC-BY 2.0 (France) Attribution: tatoeba.org #304553 (CK) & #2309344 (bunbuku)
My apartment is on the fourth floor.	私の部屋は４階にあります。	CC-BY 2.0 (France) Attribution: tatoeba.org #251775 (CK) & #236992 (mookeee)
Stock prices fell quickly.	株価が急落した。	CC-BY 2.0 (France) Attribution: tatoeba.org #1287273 (CK) & #184089 (bunbuku)
We have to rent a room for our party.	私たちはパーティーのための部屋を借りなければいけない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1054560 (CK) & #1054567 (bunbuku)
You will do well to take my advice.	私の忠告を聞いた方がいい。	CC-BY 2.0 (France) Attribution: tatoeba.org #251491 (CM) & #163022 (mookeee)
Did you find the umbrella you said you'd lost the other day?	こないだなくしたって言ってた傘は見つかった？	CC-BY 2.0 (France) Attribution: tatoeba.org #1108051 (CK) & #1108063 (bunbuku)
He's like a brother to me.	彼は私の兄のようだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #297823 (CK) & #105864 (bunbuku)
He's not the kind of person who always criticizes others.	彼は他人のあら探しをするような人間ではない。	CC-BY 2.0 (France) Attribution: tatoeba.org #1315789 (CK) & #102621 (bunbuku)
Finally, he achieved his goal.	ついに彼は目的を達成した。	CC-BY 2.0 (France) Attribution: tatoeba.org #389163 (CK) & #202630 (arnab)
Finally, it's Friday.	やっと金曜日だ。	CC-BY 2.0 (France) Attribution: tatoeba.org #433868 (CK) & #193069 (bunbuku)
She has abundant hair.	彼女は豊かな髪をしている。	CC-BY 2.0 (France) Attribution: tatoeba.org #316980 (CM) & #86731 (bunbuku)
He's a liar.	彼はうそつきだ。	CC-BY 2.0 (France) Attribution: tatoeba.org #1522255 (erikspen) & #1522778 (verbum)
Tom is still using the wallet I gave him on his thirteenth birthday.	私が十三歳の誕生日にあげた財布をトムはいまだに使っている。	CC-BY 2.0 (France) Attribution: tatoeba.org #6887163 (CK) & #8602914 (bunbuku)
I suggest that you go and see a doctor about this as soon as you can.	これはなるべく早くお医者さんに診てもらった方がいいですよ。	CC-BY 2.0 (France) Attribution: tatoeba.org #953623 (CK) & #1565644 (bunbuku)
I'm very happy to hear about the party.	パーティーのご連絡をうれしく拝見しました。	CC-BY 2.0 (France) Attribution: tatoeba.org #35663 (CK) & #198473 (mookeee)
She stopped to smoke a cigarette.	彼女は煙草を吸うために立ち止まった。	CC-BY 2.0 (France) Attribution: tatoeba.org #572456 (kebukebu) & #90997 (bunbuku)
